diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
First Grow,Purple Queen Automatic,Royal Queen Seeds,150 watt,"Canna,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"FIMing,LST,Defoliation,Topping,Lollipopping,",10.76,14,1,1.69,7.8
Welcome Home,Gorilla Zkittlez,Barney'S Farm,150 watt,,True,,,,,3.88,17,1,2.47,
Auto critical X no #2,Auto critical X nl,Custom Breeder & Strain,1200 watt,,True,Manual,"Soil Grow Medium,Compost Grow Medium,",Glass Of Water,"Main-Lining,",Custom,12,1,0.6,
"Sour Diesel, Afghan Hash, Mango Merengue",Afghan Hash Plant,Canuk Seeds,1800 watt,"General Hydroponics (GHE),Gaia Green,",True,Manual,"SunGros: SunShine Mix #4 Grow Medium,",,"LST,Defoliation,",29.53,10,2,,5.61
Canuk Seeds: Sour Diesel,Sour Diesel,Canuk Seeds,250 watt,"Gaia Green,General Hydroponics (GHE),",True,Manual,"SunGro: SunShine Mix #4 Grow Medium,",,"LST,Defoliation,",29.53,10,2,,4.9
Seedsman Gelat.OG Auto,Gelat.OG Auto,Seedsman,3600 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,LST,",15,14,1,,10.19
RQS Critical Indoors,Critical,Royal Queen Seeds,"LED / 340W Custom,LED / 600W (×2) LUMATEK Zeus 600W PRO LED,","Grotek,Advanced Nutrients,Aptus,Atami,Shogun,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Main-Lining,Topping,ScrOG,",,FLOWERING,,,
Cereal Milk & Wedding Cake,Cereal milk,Custom Breeder & Strain,1800 watt,"Buddhas Tree,Athena,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",,"ScrOG,Topping,FIMing,LST,Defoliation,",31,12,5,,12.5
First Grow,Purple Pope F2,Night Owl Seeds,750 watt,"Gaia Green,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Topping,Defoliation,",,11,1,,2.5
HULKberries for Easter// Viparspectra,Hulkberry,Royal Queen Seeds,"LED / 100W XS1000,LED / 240W XS2000,","Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,",Other,"Defoliation,",129.17,14,5,,14.82
Amnesia Auto - Fair Seeds,Amnesia Auto,Custom Breeder & Strain,100 watt,"Hesi,Atami,Jungle indabox,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",9.04,11,1,0.89,
Gelato Auto - Fair Seeds,Gelato Auto,Custom Breeder & Strain,100 watt,"BioBizz,Hesi,Jungle indabox,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,LST,",9.04,11,1,0.73,0.73
Delicious Seeds under LED,Black Russian,Delicious Seeds,150 watt,"Atami,BioBizz,",True,Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,",6.46,11,3,,14.82
Ghost tooth,Illuminauto №7 Toof Decay X Fantasmo,Mephisto Genetics,200 watt,"Canna,Humboldts Secret,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",3.28,14,4,11.86,11.86
RQS Diesel Auto + Doctor's Choice Ogre,OGRE,Doctor'S Choice,100 watt,"General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Defoliation,",7.53,13,1,1.94,13.05
Blueberry x2 / CANNA HYDRO,Blueberry,Blk.Seeds,480 watt,"Canna,Hesi,",True,Hydroponics,"Expanded Clay Grow Medium,",,"Main-Lining,Topping,Defoliation,",12.92,17,2,23.1,70.55
Voodoo juice x platinum,Voodoo juice x platinum,In House Genetics,240 watt,"General Hydroponics (GHE),",True,Hydroponics,"Perlite Grow Medium,",Glass Of Water,"Topping,Bitch Slappin',LST,",3.28,12,1,,4
Slurricane 7 S1,Slurricane #7 S1,In House Genetics,240 watt,"General Hydroponics (GHE),",True,Hydroponics,"Perlite Grow Medium,",Glass Of Water,"LST,",6.56,12,1,,5
Blue Sunset Sherbert,Blue Sunset Sherbert,Barney'S Farm,105 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,Topping,ScrOG,",6.46,18,1,3.17,
Eurogrow - Super Gold Auto,EuroGrow - Super Gold Auto,Custom Breeder & Strain,120 watt,"Agrobacterias,Atami,",True,Manual,"Cannabiogen - Auto-mix 2.0 Grow Medium,",Directly In Substrate,"LST,Defoliation,Topping,",10.76,13,1,,2.29
Zamaldelica ACE first indoor,Auto Zamaldelica,ACE Seeds,,,True,Manual,"Soil Grow Medium,Other Grow Medium,",Paper Towel,"Topping,ScrOG,LST,",Custom,FLOWERING,,,
3 Bears OG x Mango Smile DWC,Mephisto Genetics - 3 Bears OG x Mango Smile,Custom Breeder & Strain,2100 watt,"Plant Success (Plant Revolution),General Hydroponics (GHE),",True,Hydroponics,"Expanded Clay Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"LST,Defoliation,",52.49,12,1,,
LST Style,Amnesia Lemon Feminized,Pev Seeds,100 watt,"Metrop,",True,Manual,"Soil Grow Medium,",,"HST,Defoliation,FIMing,LST,",16.15,20,2,,14.04
Gorilla-ish AutosMaking Feminized Pollen,Gorilla Auto - Harambe,Custom Breeder & Strain,480 watt,"Greenleaf Nutrients,Grotek,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",16,11,2,,17.64
NORTHERN LIGHTS AUTO,Auto Northern Lights,BulkSeedBank,60 watt,"BioBizz,",True,Manual,"BioBizz Light Mix Grow Medium,",Glass Of Water,"LST,ScrOG,",6.46,11,1,,17.64
Cinderella Autoflower # 1,Cinderella Auto,Fast Buds,200 watt,"Bloom City Organics,Microbe Life Hydro,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",426,14,1,9.54,88.08
SIX SHOOTER AUTO by Fastbuds,Six Shooter Auto,Fast Buds,600 watt,"BioBizz,",True,Manual,"Biobizz light mix Grow Medium,",Paper Towel,,10.76,11,3,4,
AFGHAN KUSH AUTO by Fastbuds,Afghan Kush Auto,Fast Buds,310 watt,"BioBizz,",True,Manual,"Biobizz light mix Grow Medium,",Paper Towel,,,11,5,6,
AMNESIA HAZE AUTO by Expert seeds,Amnesia Haze Auto,Expert Seeds,310 watt,"BioBizz,",True,Manual,"Biobizz light mix Grow Medium,",Paper Towel,,10.76,11,2,,
"Jack Herrer, Liberty Haze",Jack Herer,Green House Seed Co.,480 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,15.5,12,6,14.11,70.55
Papa Seeds Grow,Papa Seeds White Widow,Custom Breeder & Strain,600 watt,"Green Planet Nutrients,General Hydroponics (GHE),Remo Nutrients,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,",13.12,15,1,,3.5
Gagarin Auto Feminised,Bob Marley Seeds,Custom Breeder & Strain,150 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,"Defoliation,LST,",,12,1,0.6,1.23
Первый гров Trikoma seeds,Ak 74 Auto,Trikoma Seeds,240 watt,,True,Manual,"Other Grow Medium,",Paper Towel,"Лалипапинг,Defoliation,Fim,Лолипапинг,LST,",8.61,14,1,,14.71
Cream mandarine auto (Sweet seeds),Cream Mandarine Auto®,Sweet Seeds,100 watt,"Metrop,",True,Manual,"Soil Grow Medium,",Paper Towel,"Palissage,HST,Pincement,LST,Defoliation,Lolipoping,",,8,1,,3.88
Peyote's Forum seedsman,Peyote Forum,Seedsman,400 watt,"Green Planet Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Peat moss Grow Medium,",,"LST,Defoliation,Gonna grow for another 2.5 weeks then top plants - resume veg then clone 12 new plants and get ready for SOG,SoG,Topping,FIMing,",26.25,14,3,1.23,4.06
Banana OG,Banana OG Feminized,Pev Seeds,100 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",7.75,14,1,1.59,14.82
Forbidden Runtz FastBuds 420,Forbidden Runtz Auto,Fast Buds,"LED / 0W SE3000,LED / 0W SE3000,","Fox Farm,Dyna-Gro,Foop Organic Biosciences,Aurora Innovations (Roots Organics),Botanicare,",True,Hydroponics,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),",Rockwool Cube,,,10,1,,1.06
Watermelon under sp3000 Marshydrø,Watermelon Automatic,Royal Queen Seeds,300 watt,"Remo Nutrients,Advanced Nutrients,",True,Hydroponics,"Expanded Clay Grow Medium,",Directly In Substrate,,12.92,13,1,3.39,8.47
S. LTD Purple Haze Auto,S. Ltd Purple Haze,Seedsman,"LED / 0W SE3000,LED / 0W SE3000,","Dyna-Gro,Fox Farm,Botanicare,Aurora Innovations (Roots Organics),Purpinator,",True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Roots 707 Grow Medium,",Peat Pellet,"LST,HST,Defoliation,FIMing,",,11,1,1.94,
OG KUSH CBD,OG Kush CBD feminized seeds,Weedseedsexpress,250 watt,"B.A.C.,Atami,CannaBioGen,Top Crop,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Topping,Defoliation,",10.76,12,11,6.28,105.82
Purple punch gorilla zittles blue gelato,Gorilla Zkittlez,Barney'S Farm,"LED / 600W Custom,LED / 1000W Custom,LED / 600W Custom,LED / 1000W Custom,",,True,Manual,"Hp pro Grow Medium,",Directly In Substrate,"12-12 From Seed,LST,Topping,",Custom,FLOWERING,,,
I'm finally back,Gorilla Cookies,Elev8 Seeds,330 watt,"Cultured Biologix,Plant Success (Plant Revolution),Impello Biosciences,Microbe Life Hydro,Aurora Innovations (Roots Organics),",True,Manual,"GA Grow Tent GT 36x36x72,Royal Gold Organic Grow Medium,",,"LST,HST,FIMing,Defoliation,Topping,",354.33,22,1,12.47,18.78
SUNSET SHERBET AUTOMATIC ZAMNESIA SEEDS,Sunset Sherbet Automatic,Zamnesia Seeds,1250 watt,,True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,",2.15,9,1,,10.58
"Milk & Qookies, Double Grape Autopot",Double Grape,Mephisto Genetics,400 watt,"General Hydroponics (GHE),Botanicare,NPK Industries,Plant Success (Plant Revolution),",True,Hydroponics,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Perlite Grow Medium,Coco Coir Grow Medium,",Other,,16,13,1,,11.92
AUTO RQS FASTBUDS,Mimosa Automatic,Royal Queen Seeds,480 watt,"BioBizz,",True,Manual,"Perlite Grow Medium,Sphagnum peat moss Grow Medium,Worm manure Grow Medium,Garden peat Grow Medium,",Paper Towel,"Defoliation,LST,Topping,",15.5,14,6,10.34,41.62
Gary Payton,Gary payton,Custom Breeder & Strain,"LED / 150W Mars TS 1000,LED / 150W Mars TS 1000,LED / 150W Custom,LED / 150W Custom,","Dr. Earth,Dynomyco,Aurora Innovations (Roots Organics),General Hydroponics (GHE),Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Worm ca Grow Medium,",Glass Of Water,"LST,Defoliation,",,VEGETATION,,,
Dean11VipaspectraP2000,Grapefruit Auto,Fast Buds,200 watt,"Advanced Nutrients,BioBizz,Hy-Gen,Canna,",True,Manual,"Coco Coir Grow Medium,",Paper Towel,"Defoliation,LST,",,11,,,
Grape Skunk,Grape Skunk,Quebec Cannabis Seeds QCS,491 watt,"Advanced Nutrients,General Hydroponics (GHE),Terpinator,",True,Manual,"Sun Shine Mix# Grow Medium,",Glass Of Water,"Topping,Defoliation,",19.69,15,1,,1.33
"4 generation clones, week 26",Masonic,Custom Breeder & Strain,850 watt,"Advanced Nutrients,NPK Industries,",True,Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,",26.25,9,3,,
Crescendo RBx1 ETHOS,Crescendo RBX1,ETHOS Genetics,250 watt,"Advanced Nutrients,",True,Manual,"Other Grow Medium,",,"FIMing,Defoliation,Topping,LST,",,15,1,6.17,22.93
Jammy Dodgers #2 Mephisto in Super Soil,Jammy Dodgers #2,Mephisto Genetics,95 watt,"Real Growers,Dyna-Gro,BuildASoil,",True,Drip,"Gorilla Grow Tent GGT Lite 2x2.5x5’7,Soil Grow Medium,",Directly In Substrate,"LST,",,12,1,,2.54
First Timer,Red Hot Cookies,Sweet Seeds,"LED / 100W SF-1000,LED / 100W SF-1000,","Fox Farm,",True,Manual,"Soil Grow Medium,",,"Topping,Defoliation,",Custom,FLOWERING,,,
Medical Mass,Medical Mass,Royal Queen Seeds,190 watt,"Advanced Nutrients,",True,Manual,"Gorilla Grow Tent GGT 2x2.5,Soil Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",,12,2,7.09,
PURPLE QUEEN AUTO,Purple Queen Automatic,Royal Queen Seeds,150 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Directly In Substrate,"Topping,Cropping,Defoliation,LST,",10.76,11,1,2.53,13.62
Cream caramel - Guerrilla,Cream Caramel®,Sweet Seeds,,"PLAGRON.,",True,Manual,"Other Grow Medium,",Paper Towel,,,17,1,,8.82
"Banana Kush, White Label 12/30/21",Banana Kush,White Label,870 watt,"Fox Farm,Maxicrop,Green Planet Nutrients,General Hydroponics (GHE),True Plant Science (TPS),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,composted old soil Grow Medium,worm cast Grow Medium,oyster,crab,fish,kelp,Alfalfa,rock phosphate,azomite,neem,lime, mycorrhizae, Grow Medium,",,"LST,Defoliation,Topping,",4,15,1,9.63,61.73
Lemon OG Kush,Lemon OG Kush,Quebec Cannabis Seeds QCS,150 watt,"Advanced Nutrients,General Hydroponics (GHE),Terpinator,",True,Manual,"Sun Shine Mix# Grow Medium,",Glass Of Water,"Topping,Defoliation,",16.4,15,1,,1.84
Skunk #1 Autoflower - NASC,Skunk #1 Autoflower - North Atlantic Seed Company,Custom Breeder & Strain,120 watt,"Down To Earth,Plant Success (Plant Revolution),Botanicare,Fox Farm,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Worm Castings Grow Medium,",Other,"Defoliation,LST,",9.84,14,10,3.84,1.81
First grow,Orange Sherbet Auto,Fast Buds,650 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",,"LST,",,10,1,2.47,
Super Silver Haze,Super Silver Haze,Green House Seed Co.,200 watt,"General Hydroponics (GHE),Botanicare,Fox Farm,Lotus Nutrients,Fish Head Farms,",True,Manual,"Coco Coir Grow Medium,",,"LST,HST,Topping,Defoliation,",Custom,20,,,
+Green Poison XL auto️(indoor guerilla)+,Green Poison XL Auto,Sweet Seeds,200 watt,"Platinium Hydroponics,Atami,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",,11,4,8.32,
L.A Gelato,L.A. Gelato,Humboldt Seed Organization,"LED / 300W SP 3000,","BioBizz,General Hydroponics (GHE),Advanced Nutrients,Atami,Canna,",True,Hydroponics,"Expanded Clay Grow Medium,",,"HST,Defoliation,",,23,1,3.53,17.64
Banana Sundae - Organic grow,Banana Sundae Seedsman,Custom Breeder & Strain,,"Gaia Green,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,ScrOG,Topping,",,22,,,
Auto Wappa - Paradise Seeds,Auto Wappa,Paradise Seeds,194 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,7.75,12,4,,
FBT2212,FBT2212,Fast Buds,300 watt,"Advanced Nutrients,Grotek,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"ScrOG,LST,Topping,Defoliation,",10.76,13,1,4.27,20.46
Tropicana Cookies Auto,Tropicana Cookies Auto,Fast Buds,300 watt,"Advanced Nutrients,Grotek,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"ScrOG,LST,Topping,Defoliation,",10.76,10,1,5.22,22.58
FBT2210,FBT2210,Fast Buds,140 watt,"Advanced Nutrients,Grotek,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"ScrOG,LST,Topping,Defoliation,",10.76,13,,5.47,27.16
FBT2209,FBT2209,Fast Buds,140 watt,"Advanced Nutrients,Grotek,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Topping,LST,Defoliation,",10.76,10,1,3.17,19.4
OG Kush Auto - Fastbuds,OG Kush Auto,Fast Buds,600 watt,,True,Manual,"Soil Grow Medium,",,"LST,Defoliation,Flushing,",5.38,9,2,,36.97
Sensi Seeds//Skunk #1//NFT,Skunk #1 Fem,Sensi Seeds,440 watt,"Advanced Nutrients,General Hydroponics (GHE),",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"ScrOG,Topping,Defoliation,",10.76,19,9,20.32,70.55
Haze Berry - RQS - 100% Organic!!,Haze Berry,Royal Queen Seeds,200 watt,"PLAGRON.,Ecothrive,Living Soils,Guanokalong,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"ScrOG,LST,HST,Topping,Defoliation,",13.12,19,3,,10.5
Jack 47 XL Auto - Blue,Jack 47 XL Auto®,Sweet Seeds,100 watt,"Blue Planet Nutrients,General Hydroponics (GHE),Botanicare,Fish Head Farms,Real Growers,",True,Manual,"CoolGrows GT 48x24x60,Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",6.56,13,1,2.47,6.7
Red Poison Auto - Green,Red Poison Auto®,Sweet Seeds,"LED / 100W SF-1000,","Blue Planet Nutrients,General Hydroponics (GHE),Botanicare,Fish Head Farms,Real Growers,",True,Manual,"CoolGrows GT 48x24x60,Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,",6.56,11,1,0.88,2.05
exotic seed2,Lemon Candy,Exotic Seed,630 watt,"Mills Nutrients,",True,Manual,,Paper Towel,,21.53,10,2,1.76,8.15
Lemon Run,Super Lemon Haze,Green House Seed Co.,680 watt,,True,Hydroponics,"Gorilla Grow Tent GGT 5x9,",,"ScrOG,",,14,1,,4.75
Northern Light Automatic,Northern Light Automatic,Royal Queen Seeds,450 watt,"General Hydroponics (GHE),",True,,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",10.76,12,1,,19.75
Lets see this cake,Strawberry Cheesecake Auto,Barney'S Farm,480 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",,"Defoliation,",10.76,11,2,,5.33
Magnum Auto - Guerrilla,Magnum,Buddha Seeds,,"Top Crop,Atami,CannaBioGen,",True,,"Other Grow Medium,",,"Guerrilla,",,11,1,,1.41
"Auto White Widow, Divine Seeds",Auto White Widow,Divine Seeds,250 watt,"Divine Grow,",True,Manual,,Paper Towel,"Defoliation,",6.46,11,2,14.82,14.82
Gelato/Viparspectra XS1500,Gelato Auto,Fast Buds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,10,1,,8.8
B.B. King Kong (Exotic Seed),Blue Monkey,Exotic Seed,720 watt,"Superthrive,Fox Farm,True Plant Science (TPS),Bio Tabs,Humboldts Secret,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,9.84,13,1,2.89,
White Widow Freebee,White Widow,Seedsman,"LED / 150W Mars TS 1000,","Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"Main-Lining,",6,17,1,3.77,
Cream Cookies Auto,Cream Cookies Auto,Fast Buds,270 watt,"Advanced Nutrients,Grotek,Atami,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"LST,Defoliation,Topping,",10.76,11,1,4.27,22.93
OG Kush Auto,OG Kush Auto,Fast Buds,270 watt,"Advanced Nutrients,Grotek,Atami,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"LST,Defoliation,Topping,",10.76,12,1,4.48,20.11
Tokes' 4x8,Glue Sniffer Auto,Twenty20,900 watt,"Real Growers,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",,11,2,,
Orange Sherbert - Barney's Farm,Orange Sherbert,Barney'S Farm,150 watt,"General Hydroponics (GHE),",True,Manual,"Fox Farm Ocean Forest Grow Medium,",Glass Of Water,"Topping,Defoliation,",9.84,16,1,0.74,6.53
Fruit joy grateful seeds papay x barbara,Barbara Bud x papaya grateful seeds,Custom Breeder & Strain,,"Advanced Nutrients,Atami,BioBizz,General Hydroponics (GHE),Canna,",True,Hydroponics,,,"crop,Defoliation,Main-Lining,ScrOG,LST,Moster cropping,HST,",3.77,25,1,3.53,28.22
Minigrow:Wedding gelato RQS & Black Bomb,Wedding Gelato,Royal Queen Seeds,95 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,HST,Topping,Defoliation,ScrOG,",2.15,10,1,0.88,4.41
NEW Barney's Strawberry Cheesecake Auto,Strawberry Cheesecake Auto,Barney'S Farm,400 watt,"PLAGRON.,",True,Manual,"Batmix Grow Medium,",Paper Towel,"LST,Topping,HST,Defoliation,",10.76,14,1,,9.88
Mephisto grow.,Illuminauto №24 Gold Glue,Mephisto Genetics,300 watt,"Dutchpro USA,Canna,Terpinator,",True,Manual,"Coco Grow Medium,",Paper Towel,"LST,Defoliation,ScrOG,",10.76,13,1,2.17,6.3
(OB)Orange Blosson BSF 2021/2022,Orange Blossom,BSF Seeds,,"PLAGRON.,B.A.C.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,"Topping,Defoliation,",,19,1,42.33,141.1
Sacitrus Haze - Marshydro 900W,Sacitrus Haze,Seeds Mafia,730 watt,"Vitalink,Hesi,General Hydroponics (GHE),",True,Hydroponics,"Mineral Wool Grow Medium,",,"ScrOG,Defoliation,",31,8,1,0.76,
FBT2202,Banana Purple Punch Auto,Fast Buds,,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",,12,1,,0.49
Runtz muffin frosty,Runtz Muffin,Barney'S Farm,200 watt,,True,Manual,"Fox farm happy frog Grow Medium,",,"Topping,",,10,1,,
Cream Mandarine XL Auto - Guerrilla,Cream Mandarine XL Auto®,Sweet Seeds,,"Atami,Canna,BIOCANNA,",True,Manual,"Other Grow Medium,",Directly In Substrate,"Guerrilla,",,9,4,,3.53
Gelato #33 auto,Gelato autoflowering seeds,Weedseedsexpress,400 watt,,True,Manual,"Coco Coir Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"LST,Defoliation,",10.76,17,3,,4.34
Outdoor Bagseed,Bagseed,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,",,,,29,,8.82,
AMS Supreme Auto - ViparSpectra XS1000,AMS Supreme Auto,Amsterdam Marijuana Seeds AMS,100 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,,,8,1,,3.84
Hashish in ice o lator 2022,Torta nuziale x semi di zombie kush ripper,Custom Breeder & Strain,,,,,,,,,1,,,
Mimosa Evo 18% THC - Guerrilla - Barneys,Mimosa Evo,Barney'S Farm,,"Atami,Canna,Mammoth Microbes,BIOCANNA,",True,Manual,"Other Grow Medium,",Paper Towel,,,14,1,,17.64
Mancook v2 coco,Mandarin Cookies R1 V2,ETHOS Genetics,300 watt,"Canna,",True,Drip,"AC Infinity Cloudlab 632 Advance Grow Tent 36” X 20” X 62”,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Supercrop,LST,Topping,Defoliation,ScrOG,",,8,4,,6.28
Green Room#5 (Fastbuds),Forbidden Runtz Auto,Fast Buds,240 watt,"Advanced Nutrients,",True,Manual,"Living soil Grow Medium,",Glass Of Water,"FIMing,LST,Defoliation,",10.76,10,2,4.8,25.83
Free Mix Auto #4,Free Mix Auto,Seedstockers,100 watt,"Bio Tabs,Jungle indabox,Advanced Hydroponics of Holland,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Rockwool Cube,"Defoliation,LST,",3.88,12,1,0.83,6
"C#3 ""Monstercropped""",Grand Daddy Purp,Grand Daddy Purp,900 watt,"NPK Industries,Dynomyco,Gaia Green,Down To Earth,",True,Manual,"Stepwell Supersoil Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,Sphagum Moss Grow Medium,Charcoal Grow Medium,Pumice Grow Medium,Lava Rock Grow Medium,Crab Chitin Grow Medium,Shrimp Chitin Grow Medium,Hydroton Pebbles Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",172.21,17,4,23.25,34.5
Platinum kush breath remix,Platinum Kush Breath Remix,In House Genetics,"LED / 600W Custom,",,True,Manual,,Paper Towel,"ScrOG,LST,Topping,",,13,,,
Six Shooter 3,Six Shooter Auto,Fast Buds,100 watt,"General Hydroponics (GHE),Green Planet Nutrients,Fox Farm,Terpinator,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Earthrworm Castings Grow Medium,",,"LST,Defoliation,",52.49,10,1,,
RQs-Legendary OG punch,Legendary OG Punch,Royal Queen Seeds,150 watt,,True,Manual,"Bio bizz all-mix Grow Medium,",Paper Towel,,,16,,2.4,
RQs Gorilla,Royal Gorilla,Royal Queen Seeds,300 watt,,True,Manual,,Glass Of Water,"ScrOG,",,31,1,11.57,
Mephisto Purple Nuggets DWC,Purple Nuggets,Mephisto Genetics,2100 watt,"Plant Success (Plant Revolution),General Hydroponics (GHE),",True,Hydroponics,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Expanded Clay Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"LST,Defoliation,",16,12,1,8.36,58.2
Fruit Berry Auto from Troy Farms Seeds,Fruit Berry Auto from Troy Farms Seeds,Custom Breeder & Strain,400 watt,"Prescription Blend,Purpinator,Humboldts Secret,",True,Manual,"CoolGrows 2-In-1 GT 60x48x80,Soil Grow Medium,",Glass Of Water,,52.49,13,1,3.11,8.08
UnitFarm UFL3000 AMS M.O.A.B. Grow,M.O.A.B (Mother of all buds),Amsterdam Marijuana Seeds AMS,,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"ScrOG,LST,Defoliation,",26.25,15,2,,
Ace Double Thai - Pandemic Pride,Double Thai,ACE Seeds,,,True,Manual,,,"Defoliation,",,26,1,,
Biscotti Mintz,Biscotti Mintz,Barney'S Farm,1000 watt,"Fish Head Farms,Fox Farm,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,Main-Lining,",,11,,,
Growers choice autos,Pineapple Auto,Growers Choice Seeds,400 watt,"Real Growers,Cold War Organics,Fox Farm,",True,Manual,"Tangerine Dream Auto Growers Choice Seeds,Perlite Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Paper Towel,"Defoliation,LST,Topping,",,14,1,,3.67
Super Bud Auto,Super Bud Auto,Green House Seed Co.,800 watt,"Green Buzz Nutrients,",True,Manual,,,,10.76,12,2,,11.57
Automatic Dinamed Kush CBD,Dinamed Kush CBD Autoflowering,Dinafem,400 watt,"Green Buzz Nutrients,",True,Manual,,,,10.76,11,1,,4.13
Automatic Blueberry Cookies,Blueberry Cookies Auto,Original Sensible Seeds,400 watt,"Green Buzz Nutrients,",True,Manual,,,,10.76,11,2,,8.96
Automatic Pandora,Pandora,Paradise Seeds,1212 watt,"Green Buzz Nutrients,",True,Manual,,,,10.76,12,2,,13.72
